step,x1,x2
0,0.195254,-0.106413
0,0.860757,0.673981
0,0.411054,-0.556352
0,0.179533,-0.0121095
0,-0.305381,0.859237
0,0.583576,0.334429
0,-0.249651,0.596158
0,1.56709,0.101988
0,1.85465,0.960933
0,-0.466234,0.177324
0,1.1669,-0.908979
0,0.11558,-0.604034
0,0.272178,-0.190453
0,1.70239,0.202554
0,-1.71586,0.543862
0,-1.65148,-0.173828
0,-1.91913,0.420117
0,1.33048,0.579739
0,1.11263,-0.36548
0,1.48005,0.95854
0,1.91447,0.299313
0,1.19663,0.761996
0,-0.154083,0.111875
0,1.12212,0.483206
0,-1.5269,0.541088
0,0.559684,0.816497
0,-1.42659,-0.6993
0,1.77868,0.116567
0,0.0873933,-0.143243
0,-0.341352,0.846318
0,-0.941778,-0.789811
0,1.09693,0.965148
0,-0.175399,0.750903
0,0.273736,-0.852347
0,-1.92484,-0.0180672
0,0.470542,0.435119
0,0.448383,0.476303
0,0.467736,0.812988
0,1.77499,0.599731
0,0.727281,-0.378139
0,-0.561968,-0.00313043
0,-0.251872,0.403572
0,0.790525,-0.723126
0,-1.7591,-0.612018
0,0.667067,-0.0379151
0,0.682551,-0.403508
0,-1.15847,0.725118
0,-1.48429,0.172555
0,-0.738287,-0.30267
0,-0.545157,0.697666
0,0.280787,0.609757
0,-0.245594,0.99671
0,1.9535,0.694615
0,-1.59182,-0.171087
0,-1.16449,-0.745002
0,-1.35476,0.681282
0,0.612433,-0.880484
0,-0.986834,-0.299458
0,-0.134757,0.839476
0,-1.0223,0.921533
0,-1.36412,0.281129
0,-1.5585,0.377297
0,0.625318,-0.915091
0,-1.44727,0.0289607
0,-1.21367,0.0937364
0,-0.525099,-0.319799
0,1.28397,-0.862806
0,-1.61159,-0.542185
0,1.35178,-0.284032
0,-1.61561,-0.129716
0,1.90584,0.181853
0,-0.125395,0.444783
0,1.90704,-0.364736
0,0.419382,-0.342092
0,0.957054,-0.960617
0,-1.84325,-0.91825
0,-0.868772,-0.484357
0,-1.51921,0.48049
0,-0.815439,0.256628
0,-1.52509,0.539578
0,-0.728067,0.537839
0,-0.342948,0.713135
0,-1.74341,0.440639
0,0.769888,0.958022
0,0.266406,0.79765
0,-0.938442,0.173434
0,0.0929922,0.176315
0,-1.62424,-0.931466
0,0.303786,0.997053
0,1.71718,-0.736848
0,-0.725724,0.480694
0,0.669642,0.64203
0,-1.47281,-0.253891
0,0.865309,-0.606296
0,-0.842376,-0.80248
0,-1.26723,0.497212
0,0.346052,-0.0946929
0,-1.91957,0.427436
0,1.31576,0.830815
0,-1.98122,-0.706833
0,0.711266,0.838342
0,-0.919968,-0.176747
0,0.940776,-0.389466
