step,x1,x2
0,-0.0794687,0.976694
0,-0.627706,0.68821
0,-0.30486,0.980201
0,-0.126189,1.07395
0,0.240863,0.989313
0,-0.34355,0.803787
0,0.167472,1.06641
0,-0.886585,0.374195
0,-0.943532,0.133533
0,0.455946,0.956368
0,-0.779073,0.618153
0,-0.0790796,0.926462
0,-0.165904,0.969412
0,-0.863491,0.227083
0,1.00046,0.236115
0,0.925237,0.329848
0,1.11229,0.0625886
0,-0.882931,0.480638
0,-0.880351,0.631206
0,-0.90271,0.460398
0,-0.940142,0.042132
0,-0.82407,0.657356
0,0.110313,0.962085
0,-0.688021,0.698397
0,0.932886,0.327452
0,-0.546268,0.940315
0,0.846509,0.317524
0,-0.889841,0.211832
0,-0.136925,0.924781
0,0.317155,0.911598
0,0.751813,0.775678
0,-0.726644,0.675559
0,0.14881,1.04336
0,-0.240584,0.982135
0,1.04338,0.092775
0,-0.432907,0.902461
0,-0.329757,0.914149
0,-0.252672,0.90969
0,-0.994159,0.221968
0,-0.520814,0.832533
0,0.381788,0.922259
0,0.258878,1.00924
0,-0.628439,0.917575
0,0.89536,0.0931159
0,-0.442639,0.879419
0,-0.543735,0.793806
0,0.928666,0.620882
0,0.951141,0.413123
0,0.573986,0.868951
0,0.459148,0.887216
0,-0.236245,0.87132
0,0.144877,0.997721
0,-0.936632,0.0724589
0,0.92861,0.23933
0,0.625671,0.679219
0,0.838964,0.458447
0,-0.454775,0.802197
0,0.67877,0.835789
0,0.135964,1.01596
0,0.624431,0.829232
0,0.792494,0.594254
0,0.813578,0.424168
0,-0.374534,0.832339
0,0.932598,0.453456
0,0.766454,0.492118
0,0.321757,0.948617
0,-0.851103,0.499332
0,1.01184,0.330827
0,-0.918506,0.415329
0,0.986168,0.265082
0,-0.991314,0.168465
0,0.128466,0.943418
0,-0.987696,0.0157837
0,-0.226947,0.912548
0,-0.670423,0.749014
0,1.00199,0.00528839
0,0.543819,0.748963
0,0.948715,0.360432
0,0.540123,0.720925
0,0.907147,0.336297
0,0.571936,0.821337
0,0.302268,0.928265
0,0.964405,0.179281
0,-0.615432,0.860197
0,-0.256527,0.946892
0,0.66772,0.662611
0,-0.0924671,0.954656
0,0.933477,0.287262
0,-0.28433,0.958467
0,-0.896912,0.218753
0,0.608333,0.8627
0,-0.455572,0.818387
0,0.921791,0.41036
0,-0.665249,0.728447
0,0.524964,0.878778
0,0.780569,0.625038
0,-0.296504,0.911543
0,1.03536,0.0252562
0,-0.824935,0.491936
0,1.02872,-0.0433404
0,-0.480141,0.877262
0,0.606114,0.908704
0,-0.641056,0.876649
0,-0.896937,0.107179
0,0.685135,0.680124
0,-0.346781,0.929765
0,-0.27034,1.05004
0,-0.271408,1.02727
0,0.689151,0.609674
0,-1.01646,0.170207
0,0.192786,1.04398
0,-0.839578,0.478604
0,-0.563039,0.905289
0,0.563625,0.850742
0,-0.942217,0.576856
0,0.290443,0.947761
0,-0.868642,0.374779
0,-0.19945,1.05601
0,-0.908424,0.433313
0,-0.588237,0.822091
0,-0.681412,0.822466
0,0.0206848,0.969557
0,-0.981217,0.200024
0,-0.439444,0.842483
0,0.244856,0.85269
0,-0.281929,0.919379
0,0.970024,0.112802
0,0.501866,0.928741
0,-0.511046,0.844649
0,0.673988,0.832826
0,-0.215247,0.919381
0,0.214692,0.886307
0,0.890863,0.369585
0,0.565216,0.701182
0,-0.118399,0.890945
0,-0.449755,0.88822
0,-0.267614,0.903889
0,-0.397029,0.878126
0,-0.458345,0.924611
0,0.230953,1.03559
0,-1.01422,0.286466
0,0.444124,0.762612
0,0.117615,1.00983
0,-0.971725,0.389213
0,-0.77175,0.500047
0,-0.573225,0.873878
0,0.959682,0.251047
0,-0.915414,0.288389
0,-0.590824,0.824875
0,-1.17967,0.0564785
0,1.00028,0.478644
0,-0.903837,0.44433
0,0.8928,0.527709
0,-0.35503,0.888819
0,0.865032,0.319364
0,-0.970531,0.395492
0,-0.716641,0.614275
0,-0.252887,0.953106
0,0.294231,0.918455
0,0.980535,0.262245
0,-0.583376,0.833899
0,0.198622,0.97304
0,-0.625299,0.747818
0,-0.914893,0.388069
0,-1.02878,0.0872484
0,-0.865142,0.44645
0,1.02925,-0.00748333
0,0.353618,0.92982
0,-0.620017,0.753122
0,0.939007,0.567903
0,0.0947939,0.985768
0,0.925534,0.125472
0,0.775094,0.616338
0,0.868823,0.137268
0,-0.811579,0.588879
0,0.697835,0.640022
0,0.467747,0.876965
0,-0.954241,0.188644
0,-0.652697,0.833688
0,1.00092,0.111689
0,0.932649,0.43327
0,-0.423753,1.00349
0,-0.32922,0.892147
0,0.782556,0.693998
0,-0.972405,0.199705
0,-0.348558,0.931061
0,-0.0303835,0.969852
0,-0.288402,1.06804
0,-0.659949,0.883778
0,0.55072,0.912545
0,0.215007,0.958533
0,0.695387,0.663186
0,0.760972,0.569178
0,-1.0017,0.104379
0,-0.780679,0.699272
0,0.134408,0.981942
0,0.810491,0.651775
0,0.749967,0.607103
0,0.959237,0.23826
0,0.194786,0.973662
0,0.53158,0.899201
0,-0.560602,0.818357
0,0.413265,0.962447
0,0.85775,0.627597
0,0.993379,0.0941377
0,0.939188,0.21871
0,-0.438949,0.806753
0,0.0769376,1.04924
0,-0.12359,0.999165
0,-0.95048,0.323693
0,-0.948508,-0.020001
0,0.715984,0.634981
0,-0.586592,0.789224
0,0.788902,0.781522
0,0.997293,0.139112
0,-0.787908,0.669315
0,0.573189,0.897797
0,0.38876,0.781253
0,-0.331995,0.990379
0,-0.883771,0.658617
0,-0.338617,0.952505
0,-0.988047,0.387374
0,0.667396,0.82509
0,-0.752527,0.654718
0,0.779274,0.635421
0,-1.07185,0.115611
0,-0.529693,0.822497
0,0.71907,0.577194
0,-1.07926,0.196506
0,-0.587692,0.742307
0,0.674276,0.627469
0,0.838527,0.753773
0,-0.164995,0.93456
0,0.955976,0.0466754
0,0.808642,0.703463
