step,x1,x2
0,-0.953334,-0.301918
0,-0.216982,-0.976176
0,-0.79869,-0.601743
0,-0.960498,-0.278286
0,-0.887138,0.461505
0,-0.608458,-0.793586
0,-0.924089,0.382177
0,0.777566,-0.628801
0,0.974049,-0.226335
0,-0.743599,0.668625
0,0.259173,-0.965831
0,-0.983565,-0.180556
0,-0.90999,-0.41463
0,0.892702,-0.450647
0,0.902036,0.43166
0,0.853855,0.520511
0,0.991942,0.126695
0,0.496113,-0.868258
0,0.175993,-0.984391
0,0.684603,-0.728916
0,0.990989,-0.133941
0,0.303985,-0.952677
0,-0.970853,0.239676
0,0.190646,-0.981659
0,0.736348,0.676603
0,-0.637806,-0.770197
0,0.62105,0.783771
0,0.940174,-0.340694
0,-0.990592,-0.136846
0,-0.859659,0.510869
0,-0.0913282,0.995821
0,0.151677,-0.98843
0,-0.962285,0.272043
0,-0.908973,-0.416856
0,0.993039,0.117786
0,-0.739058,-0.673642
0,-0.762053,-0.647514
0,-0.74202,-0.670378
0,0.938187,-0.346128
0,-0.415403,-0.909638
0,-0.635039,0.77248
0,-0.92275,0.385399
0,-0.323137,-0.946352
0,0.929254,0.369441
0,-0.499455,-0.86634
0,-0.478238,-0.87823
0,0.246361,0.969178
0,0.689449,0.724334
0,-0.399617,0.916682
0,-0.655214,0.755443
0,-0.9043,-0.426898
0,-0.926506,0.37628
0,0.997333,-0.0729844
0,0.801399,0.598131
0,0.255519,0.966804
0,0.528862,0.848708
0,-0.571874,-0.820342
0,-0.0206803,0.999786
0,-0.97768,0.210098
0,0.0350179,0.999387
0,0.541282,0.840841
0,0.769009,0.639238
0,-0.555154,-0.831747
0,0.646179,0.763186
0,0.329367,0.944202
0,-0.678686,0.734428
0,0.431418,-0.902152
0,0.819588,0.572954
0,0.52488,-0.851176
0,0.823182,0.567778
0,0.989081,-0.147371
0,-0.980664,0.195699
0,0.989359,-0.145496
0,-0.79075,-0.61214
0,-0.0674078,-0.997726
0,0.96984,0.243744
0,-0.204676,0.97883
0,0.728123,0.685447
0,-0.285864,0.95827
0,0.734418,0.678698
0,-0.414279,0.91015
0,-0.858376,0.513022
0,0.919869,0.392226
0,-0.353639,-0.935382
0,-0.913712,-0.406362
0,-0.0965444,0.995329
0,-0.98935,-0.145553
0,0.830804,0.556565
0,-0.888291,-0.459281
0,0.902935,-0.429776
0,-0.417626,0.908619
0,-0.495948,-0.868352
0,0.676269,0.736655
0,-0.209998,-0.977702
0,-0.245074,0.969504
0,0.407551,0.913182
0,-0.855864,-0.517201
0,0.99203,0.126004
0,0.475907,-0.879496
0,0.999565,0.0294983
0,-0.438152,-0.898901
0,-0.125383,0.992108
0,-0.0928946,-0.995676
0,0.971911,-0.235348
0,0.00783415,0.999969
0,-0.887682,-0.460458
0,-0.837384,-0.546615
0,-0.898712,-0.438539
0,0.168328,0.985731
0,0.956252,-0.292545
0,-0.94532,0.326143
0,0.569382,-0.822073
0,-0.312127,-0.95004
0,-0.293662,0.955909
0,0.390204,-0.920728
0,-0.795918,0.605404
0,0.733696,-0.679478
0,-0.872426,-0.488747
0,0.736389,-0.676558
0,-0.353289,-0.935514
0,-0.154856,-0.987937
0,-0.999965,-0.00832124
0,0.962171,-0.272446
0,-0.617908,-0.78625
0,-0.887718,0.460389
0,-0.78476,-0.6198
0,0.992737,0.120302
0,-0.318412,0.947952
0,-0.534906,-0.844912
0,-0.249162,0.968462
0,-0.737448,-0.675404
0,-0.901506,0.432767
0,0.659075,0.752078
0,-0.298735,0.954336
0,-0.904921,-0.42558
0,-0.841377,-0.540449
0,-0.892923,-0.450209
0,-0.571397,-0.820674
0,-0.577043,-0.816714
0,-0.908586,0.417698
0,0.796074,-0.6052
0,-0.6733,0.739369
0,-0.919899,0.392155
0,0.77816,-0.628066
0,0.345787,-0.938313
0,-0.28569,-0.958322
0,0.808178,0.588938
0,0.874736,-0.4846
0,-0.222793,-0.974866
0,0.999974,-0.00724441
0,0.590586,0.806975
0,0.675917,-0.736978
0,0.522536,0.852617
0,-0.747781,-0.663945
0,0.71233,0.701845
0,0.577615,-0.816309
0,0.352411,-0.935846
0,-0.907218,-0.42066
0,-0.834713,0.550685
0,0.907043,0.421038
0,-0.324341,-0.94594
0,-0.957699,0.287772
0,-0.174679,-0.984625
0,0.667802,-0.744339
0,0.988196,-0.153197
0,0.616888,-0.787051
0,0.997293,0.0735353
0,-0.637318,0.770601
0,-0.125392,-0.992107
0,0.472756,0.881194
0,-0.991277,-0.131792
0,0.942282,0.334821
0,0.309038,0.95105
0,0.993236,0.116113
0,0.271124,-0.962544
0,0.163104,0.986609
0,-0.56391,0.825837
0,0.899628,-0.436656
0,-0.282523,-0.959261
0,0.980057,0.198718
0,0.510695,0.859762
0,-0.722578,-0.691289
0,-0.884562,-0.466422
0,0.0759983,0.997108
0,0.915782,-0.401675
0,-0.754392,-0.656424
0,-0.975042,-0.222022
0,-0.844631,-0.535349
0,-0.124573,-0.992211
0,-0.379459,0.925208
0,-0.802397,0.596791
0,0.249641,0.968339
0,0.390257,0.920706
0,0.939538,-0.342446
0,-0.0656071,-0.997846
0,-0.998204,0.0599132
0,0.141432,0.989948
0,-0.0273692,0.999625
0,0.934264,0.356583
0,-0.916293,0.400509
0,-0.378592,0.925564
0,-0.330784,-0.943707
0,-0.719227,0.694776
0,0.428031,0.903764
0,0.988002,0.15444
0,0.91205,0.41008
0,-0.429228,-0.903196
0,-0.957977,0.286845
0,-0.973704,-0.227816
0,0.796547,-0.604576
0,0.998158,-0.0606649
0,0.206496,0.978447
0,-0.519398,-0.854533
0,-0.0836092,0.996499
0,0.991594,0.12939
0,0.0526203,-0.998615
0,-0.425877,0.904781
0,-0.743693,0.668521
0,-0.849946,-0.526869
0,0.487516,-0.873114
0,-0.689196,-0.724575
0,0.696592,-0.717467
0,-0.14738,0.98908
0,0.297323,-0.954777
0,0.393478,0.919334
0,0.95633,-0.292288
0,-0.382751,-0.923851
0,0.215029,0.976608
0,0.945822,-0.324687
0,-0.119997,-0.992774
0,-0.0247635,0.999693
0,0.228482,0.973548
0,-0.993468,-0.114109
0,0.987028,0.160546
0,0.264054,0.964508
0,-0.890108,0.45575
0,-0.70341,0.710785
0,-0.973925,0.22687
0,-0.172726,0.98497
0,-0.854981,-0.518659
0,0.655901,-0.754847
0,0.739496,0.673161
0,-0.994044,-0.108979
0,0.675017,0.737802
0,-0.206725,-0.978399
0,-0.794218,0.607632
0,-0.9167,-0.399576
0,0.407044,0.913409
0,0.613663,0.789568
0,-0.997185,0.0749742
0,-0.615945,0.78779
0,0.930772,-0.3656
0,0.0961427,-0.995368
0,-0.00839663,-0.999965
0,0.822532,-0.568718
0,0.865745,0.500485
0,-0.946709,-0.322089
0,-0.862413,-0.506205
0,0.971537,-0.236887
0,-0.261736,0.965139
0,0.0575926,0.99834
0,0.80793,0.589278
0,0.994676,0.103047
0,0.903564,-0.428453
0,-0.482213,-0.876054
0,0.219081,-0.975707
0,-0.198048,0.980192
0,-0.856198,-0.516648
0,0.920342,0.391115
0,-0.995925,0.0901818
0,0.990019,-0.140931
0,0.713763,-0.700388
0,-0.526024,0.85047
0,0.970989,-0.239122
0,0.114719,0.993398
0,0.949725,-0.313085
0,0.932928,-0.360062
0,0.304248,-0.952593
0,-0.682493,-0.730892
0,0.703936,-0.710263
0,-0.267025,0.96369
0,0.582402,-0.812901
0,-0.738036,-0.674761
0,0.996543,0.0830738
0,-0.573635,0.819111
0,0.597195,0.802096
0,0.99349,-0.113921
0,-0.990779,0.135485
0,-0.999866,0.0163898
0,-0.639974,-0.768396
0,-0.678037,0.735028
0,0.652309,0.757953
0,0.437781,-0.899082
0,0.369013,0.929424
0,-0.997472,-0.0710593
0,0.160671,0.987008
0,0.816903,0.576775
0,0.647973,-0.761663
0,0.985559,-0.169332
0,0.969874,-0.243607
0,0.832535,-0.553973
0,0.15052,-0.988607
0,-0.498976,0.866616
0,0.872952,0.487806
0,-0.834913,0.550381
0,0.111395,0.993776
0,0.67307,0.739579
0,0.944182,0.329423
0,-0.152745,-0.988266
0,0.997423,0.0717392
0,0.128953,-0.991651
0,0.603197,0.797592
0,0.877749,0.47912
0,0.845662,0.533719
0,-0.470439,-0.882433
0,0.0291046,0.999576
0,-0.877935,0.478781
0,-0.935735,-0.352704
0,0.640089,-0.768301
0,-0.143736,-0.989616
