step,x1,x2
0,0.797422,0.625555
0,0.343306,-0.938789
0,-0.996452,-0.0258717
0,0.820769,-0.56948
0,-0.272383,0.965609
0,-0.3155,0.956809
0,-0.333807,-0.937192
0,-0.774428,-0.623851
0,-0.784191,0.611367
0,-0.974872,-0.0383012
0,-1.00088,-0.0453742
0,0.356021,0.912334
0,-0.36787,0.932825
0,0.257848,-0.974752
0,-1.00955,-0.0172546
0,0.803173,-0.589837
0,-0.261054,0.973497
0,-0.81465,0.607929
0,0.770083,-0.624114
0,-0.821288,-0.57113
0,0.371059,0.910532
0,0.307909,-0.967498
0,-0.989433,0.0170735
0,-0.999577,0.0603193
0,0.341397,-0.940582
0,0.852584,-0.550593
0,0.814199,-0.572537
0,0.310417,-0.956123
0,-0.296959,-0.956146
0,0.790293,0.623637
0,0.822628,-0.564673
0,-0.814159,-0.571903
0,0.285423,-0.958839
0,-0.324972,-0.947611
0,0.266872,-0.972041
0,-0.998326,-0.0159795
0,-0.274275,-0.975309
0,0.992303,-0.0252587
0,0.334954,-0.946978
0,0.365319,-0.922261
0,-0.292941,0.927552
0,0.345122,0.935255
0,-0.995564,-0.0612336
0,-0.326974,-0.941601
0,-0.337716,-0.931124
0,-0.806996,-0.585183
0,0.996296,0.0189934
0,-0.301626,0.923332
0,0.268981,0.957869
0,0.846115,-0.557656
0,-0.782036,0.656514
0,-0.996912,-0.0107851
0,0.788025,-0.586868
0,0.791546,0.606766
0,0.797585,-0.605882
0,0.795651,0.574008
0,0.999328,0.0354701
0,-0.804043,0.598058
0,-0.8079,0.588242
0,0.999496,0.0217349
0,0.31829,0.933355
0,-0.244892,0.984077
0,1.0082,-0.0337687
0,0.285015,-0.9577
0,0.29622,0.95956
0,0.30278,-0.950933
0,0.376238,-0.940652
0,-1.01816,0.00953446
0,0.823951,-0.574104
0,0.304671,0.951151
0,-0.832204,-0.588795
0,0.98911,-0.0411911
0,-0.829504,0.583022
0,-0.820159,-0.595057
0,-1.00722,0.0315989
0,-0.314284,-0.945006
0,-0.813751,-0.551421
0,0.309519,-0.965898
0,0.799187,0.588837
0,0.996636,-0.000565787
0,0.822031,-0.592268
0,0.322843,-0.95188
0,-0.806975,0.604116
0,-0.798181,0.599921
0,-0.999539,0.0150885
0,-0.85017,0.505816
0,0.808457,0.604409
0,-0.300931,0.973822
0,-1.00291,-0.027953
0,-0.307493,0.958883
0,-0.358709,-0.938854
0,0.34332,-0.949984
0,0.790078,-0.592006
0,0.817739,0.560301
0,0.758811,0.634807
0,0.286866,0.939755
0,0.298699,0.960041
0,-0.351847,-0.945048
0,0.778879,-0.625058
0,-1.00302,-0.0249305
0,-0.831328,-0.579265
0,0.980998,0.00929005
0,0.324759,-0.942046
0,0.82352,-0.600394
0,-1.00563,0.00341351
0,-0.810982,0.605835
0,-0.989263,-0.00573798
0,0.317796,0.951216
0,-0.812095,-0.574527
0,-0.989327,0.0540696
0,-0.78614,-0.617589
0,-0.799139,-0.610591
0,0.811162,0.604471
0,0.319856,0.945202
0,-0.294779,0.953833
0,0.380812,0.926273
0,-1.00011,-0.0269554
0,0.827445,-0.585648
0,0.310161,0.943219
0,0.820439,-0.566111
0,0.29229,0.970745
0,-0.345224,0.943355
0,0.996683,-0.0371605
0,0.990155,0.0228812
0,0.819905,-0.574942
0,-0.99534,0.00241203
0,-0.305048,-0.955869
0,-0.3658,0.938173
0,0.826486,-0.587261
0,0.812907,-0.572127
0,0.994892,0.000389646
0,-1.00937,0.0236521
0,-0.774087,0.619845
0,0.811889,0.597111
0,1.0056,0.00013503
0,0.994605,0.00083374
0,1.00621,0.0328236
0,-0.816574,0.587223
0,0.769235,-0.633499
0,-0.824582,0.569656
0,0.996085,0.0461908
0,0.310047,-0.960078
0,-0.335458,-0.945745
0,0.827277,0.535697
0,0.253528,-0.980782
0,0.803016,-0.579769
0,-0.847541,-0.546081
0,-0.829403,0.566801
0,0.318758,-0.952118
0,0.802689,-0.58706
0,-0.814329,-0.610672
0,-0.811795,0.615777
0,-0.301478,-0.943385
0,0.993974,0.0530301
0,-0.825411,0.575436
0,-0.251798,0.975791
0,-0.810728,0.592904
0,0.834832,-0.564344
0,0.816724,-0.58606
0,-0.816233,-0.56486
0,0.765815,0.628067
0,-0.314088,0.950885
0,0.293542,0.943759
0,0.311917,-0.969591
0,-0.996253,0.0275224
0,0.997704,-0.014321
0,-0.774926,-0.631829
0,-0.354683,-0.931437
0,0.351453,-0.934188
0,0.256589,0.957069
0,0.298764,-0.937146
0,-0.813513,-0.613024
0,-0.825499,0.592841
0,0.305005,-0.943364
0,-0.989731,0.0337809
0,0.81988,-0.594488
0,-0.797397,0.605329
0,-0.311735,-0.945684
0,1.00298,-0.0140251
0,-0.77418,0.60895
0,0.304436,-0.962333
0,0.770846,0.601816
0,0.794797,0.605129
0,-0.334206,-0.961437
0,0.798922,-0.605745
0,0.365542,-0.936782
0,-0.318413,-0.960661
0,-0.98411,0.00896624
0,-1.01421,-0.0163683
0,0.826576,-0.558922
0,-0.796584,0.604596
0,0.292477,-0.956024
0,0.778819,0.598061
0,-0.321364,-0.947605
0,0.790198,0.607714
0,0.817144,-0.56293
0,-1.0025,0.00514441
0,0.8118,0.585155
0,-0.345867,0.937598
0,0.99902,-0.0126338
0,0.313786,0.959238
0,-0.286448,-0.949991
0,0.802871,-0.608078
0,-0.795124,0.591116
0,0.793954,-0.614587
0,0.809308,0.591922
0,0.300421,0.960851
0,-0.298675,0.945126
0,-0.808241,-0.568087
0,0.312338,-0.933226
0,-0.988558,-0.0287347
0,-0.795046,-0.606959
0,0.813162,0.591115
0,0.996211,-0.0644897
0,0.994453,0.0070458
0,0.790286,0.59704
0,-0.993881,-0.0074309
0,-0.340713,-0.948125
0,-0.340744,-0.935787
0,0.995196,-0.0266175
0,-0.847429,0.530143
0,-0.82191,0.573607
0,-0.287971,0.972495
0,0.269949,-0.956889
0,-0.284249,-0.948808
0,-0.331072,-0.955907
0,-0.814423,0.59926
0,0.353755,0.959616
0,0.358951,0.933455
0,0.313288,0.957947
0,-0.795974,0.600791
0,0.82088,0.606041
0,0.312663,0.939562
0,-0.787753,0.652497
0,-0.846431,0.532459
0,0.323886,0.946503
0,-0.276833,-0.946797
0,-0.270157,0.986974
0,0.325481,0.945014
0,0.763354,0.640718
0,-0.241738,-0.976331
0,0.99154,-0.0100392
0,-0.818661,0.57455
0,-0.784198,0.616751
0,0.802781,-0.596906
0,-0.990261,-0.0173985
0,-0.848815,0.527745
0,0.776389,-0.634564
0,-0.284859,0.972824
0,0.309424,0.957273
0,0.834362,0.555332
0,-1.00702,0.0277884
0,-0.335877,0.935358
0,-1.00619,-0.0780536
0,-0.27558,-0.945964
0,-0.302816,0.953055
0,0.243755,-0.966102
0,-1.00425,-0.0140585
0,-0.29549,-0.932091
0,0.245592,-0.982846
0,-0.280746,0.958614
0,0.803973,-0.584946
0,-1.00137,-0.0168077
0,-1.01415,0.0385393
0,-0.805031,0.584565
0,-0.307244,0.93238
0,0.325281,-0.952956
0,0.821412,-0.589962
0,0.26157,-0.96601
0,0.986468,0.0845081
0,-0.807588,0.584117
0,0.341962,0.94172
0,-0.997711,0.00500991
0,0.829251,-0.556442
0,0.298944,0.965975
0,-0.995496,0.00327911
0,0.821243,0.583681
0,0.792749,-0.586098
0,0.343261,-0.946089
0,0.311407,-0.94063
0,-0.301569,0.948904
0,-0.843393,-0.589781
0,0.326681,0.947026
0,-1.00803,-0.0225801
0,0.303671,-0.951189
0,0.277728,0.958955
0,-1.00382,0.00122609
0,0.990867,0.0140721
0,-0.327266,-0.951351
0,0.993687,-0.0485243
0,0.283585,-0.953267
0,0.787478,-0.573219
0,0.323966,0.945143
0,-0.771833,0.636664
0,0.844592,0.546082
0,1.02127,0.0210335
0,0.80201,0.56492
0,0.787311,-0.619398
0,0.803919,-0.58527
0,-0.831867,0.580577
0,0.820924,0.590265
0,0.306392,-0.934895
0,0.319503,-0.955165
0,0.80969,-0.572605
0,0.318737,0.9471
0,0.804112,0.577796
0,-0.819502,-0.595692
0,0.331401,0.945081
0,-0.988046,-0.0145907
0,-0.316651,0.949747
0,0.781564,0.61627
0,-0.289822,-0.957834
0,0.801939,-0.555342
0,0.314036,-0.947204
0,0.816037,0.576036
0,0.821755,-0.548297
0,0.817393,-0.562798
0,0.999093,0.0318118
0,0.338545,0.947295
0,1.00254,0.00513965
0,1.01546,-0.00716443
0,0.809258,0.610667
0,0.839276,-0.5436
0,-1.00365,-0.0158139
0,-0.834254,0.548505
0,-1.005,0.00268884
0,-0.78301,0.625495
0,0.820876,-0.573086
0,0.292724,0.953962
0,-1.00253,0.0230706
0,-0.793817,0.591891
0,-0.7861,-0.614293
0,-0.810477,0.599555
0,0.848318,0.543055
0,0.819214,-0.570781
0,0.308522,-0.961814
0,-0.808224,-0.606337
0,-0.803399,-0.602017
0,-0.269333,-0.960581
0,-0.818449,-0.596923
0,0.997053,-0.00417405
0,-0.793511,0.594332
0,-0.343042,0.951512
0,-0.325907,-0.941684
0,0.810761,-0.599712
0,0.835654,-0.549617
0,0.322813,0.938985
0,0.825475,-0.562257
0,-0.786936,-0.578924
0,0.988484,0.0351509
0,0.364098,0.953644
0,-0.816733,-0.589665
0,0.300048,-0.955553
0,-0.312036,-0.94393
0,0.797918,0.599501
0,0.803544,0.577267
0,0.995884,-0.0308544
0,0.832543,0.528709
0,-0.794391,0.605238
0,0.78887,0.610146
0,0.999454,0.014364
0,-0.272696,0.953618
0,0.340505,-0.956734
0,-0.777718,0.635857
0,0.807611,-0.587761
0,0.83226,0.568358
0,-0.802732,0.586764
0,-0.798634,-0.604556
0,-0.82958,0.577698
0,0.310229,0.949896
0,-0.305611,-0.933871
0,-0.837487,0.569635
0,0.31116,0.950325
0,-0.990186,0.0433009
0,0.809862,-0.542941
0,0.275505,0.972184
0,0.821737,-0.55927
0,-0.802593,-0.603978
0,-1.00535,0.00702453
0,0.321543,-0.938247
0,0.327947,-0.946784
0,-0.29176,-0.977459
0,0.308458,-0.939808
0,0.369843,-0.94356
0,0.98117,-0.0359806
0,0.797833,0.565293
0,0.780699,-0.619221
0,0.797641,-0.601709
0,-0.294995,-0.951606
0,0.268309,-0.960139
0,-1.00198,0.0210341
0,0.285275,0.95496
0,0.364245,-0.947481
0,0.289968,-0.972257
0,-0.270491,-0.969476
0,-0.301557,0.936582
0,-0.795588,-0.590162
0,0.997246,0.0479478
0,-1.00079,0.0166011
0,1.00239,-1.82907e-05
0,0.83406,-0.544998
0,0.834155,0.575805
0,0.400216,-0.918638
0,-0.307286,0.956523
0,-0.806083,-0.598234
0,0.786431,-0.606732
0,-0.830922,0.556161
0,0.996834,-0.0251618
0,-0.290878,0.970676
0,-0.317776,0.950553
0,-0.998449,-0.0149465
0,-0.815578,-0.578379
0,1.00698,-0.0128494
0,-0.992501,0.0331001
0,-0.805196,0.595267
0,0.810299,-0.541808
0,1.01499,-0.0170081
0,0.296314,0.950696
0,-0.794482,0.596566
0,-0.994646,-0.010447
0,0.803127,0.596652
0,1.00167,-0.0112516
0,-0.326172,-0.954046
0,-0.829035,-0.565325
0,-0.284056,0.955016
0,0.318997,-0.966264
0,0.833292,0.55147
0,0.311532,0.957331
0,-0.781039,-0.624199
0,0.997447,-0.019541
0,-0.996025,0.0106469
0,-0.839174,0.542275
0,0.992175,0.0387604
0,-1.01006,-0.034974
0,0.296839,-0.942647
0,-0.812422,-0.612177
0,0.28455,0.941551
0,0.300787,0.949217
0,-0.311239,0.948396
0,-0.843109,-0.56446
0,0.263864,0.926346
0,0.317568,0.939711
0,-0.282034,-0.972418
0,0.26248,-0.950221
0,-0.816279,-0.602718
0,0.993499,-0.0374677
0,0.292741,-0.955889
0,1.01049,-0.0172731
0,0.313326,-0.935789
0,1.00879,-0.0453657
0,0.817498,-0.601002
0,0.8039,-0.617325
0,-0.812173,0.561906
0,-0.313001,-0.950212
0,-0.316317,-0.938882
0,-0.280139,-0.972012
0,1.01032,-0.0195174
0,-0.275611,0.957792
0,0.265816,0.958174
0,-0.800359,0.603594
0,-0.991563,-0.0132368
0,-0.999256,-0.064283
0,0.304119,0.940165
0,-0.83851,0.574413
0,0.307477,-0.957404
0,1.0061,-0.0152894
0,0.994776,-0.0403892
0,0.801496,0.590364
0,-0.800924,0.570337
0,0.837703,-0.564263
0,0.809756,0.585711
0,-0.204645,0.995098
0,0.360779,-0.944863
0,0.305354,-0.970954
0,-0.348552,0.95742
0,-1.00072,-0.0657874
0,0.296146,-0.963536
0,0.317322,0.949233
0,-0.318873,0.956368
0,0.305732,-0.953169
0,1.00414,-0.000238793
0,-1.00137,-0.0676582
0,0.240931,-0.969477
0,1.00118,0.0200318
0,1.00726,-0.00138446
0,0.996696,0.0296142
0,-0.999088,-0.03399
0,-0.987973,0.0160999
0,0.790318,-0.584028
0,-0.327231,-0.960598
0,-0.311109,-0.953426
0,0.309123,-0.922351
0,0.999811,0.0141562
0,-0.29468,-0.97787
0,0.305603,0.940802
0,-0.783245,0.61272
0,0.815331,0.539462
0,-0.762397,-0.637202
0,-0.257341,-0.986506
0,0.810442,-0.605407
0,0.29083,0.937473
0,-0.813642,-0.583999
0,-0.348912,0.945871
0,-0.283473,0.975467
0,0.836117,-0.57778
0,-0.823328,-0.587712
0,0.827938,-0.548886
0,0.830731,-0.554072
0,0.837013,0.530586
0,-0.996572,-0.0119424
0,-0.818527,0.575341
0,-0.321485,0.945577
0,0.807484,-0.572028
0,-0.828199,0.556696
0,0.805921,0.55638
0,0.796766,-0.590424
0,1.00267,0.0120256
0,0.815588,0.565054
0,1.01171,-0.0512274
0,1.01344,-0.00584911
0,-1.00019,-0.00897966
0,0.783735,-0.613465
0,-0.844095,0.540981
0,-0.999754,-0.0116512
0,0.328743,0.93128
0,0.98407,-0.00163451
0,-0.819844,-0.579521
0,-0.832198,0.573856
0,-0.787347,0.57689
0,0.354111,0.942277
0,0.3489,-0.945209
0,0.790319,-0.635088
0,-0.785025,-0.614573
0,-0.279078,-0.963456
0,-0.312426,-0.956973
0,-0.837977,-0.547638
0,-0.783828,-0.612413
0,0.998217,-0.0401401
0,-0.396424,-0.906946
0,-1.00079,-0.0135177
0,0.263694,-0.963951
0,0.808885,-0.573901
0,0.789736,-0.62529
0,0.301652,-0.949694
0,1.00944,0.00627389
0,0.254708,-0.961424
0,-0.294605,-0.954047
0,-0.807683,0.58202
0,0.987409,0.0102003
0,1.01133,0.0207465
0,-0.312776,-0.941097
0,-1.01452,-0.0140684
0,1.00555,-0.0149444
0,-0.285593,-0.966266
0,0.278151,0.951716
0,0.277488,0.962599
0,0.999303,-0.0414394
0,-0.811614,-0.590638
0,-0.831788,-0.566407
0,-0.287688,-0.942207
0,0.360452,0.929671
0,0.847661,0.564521
0,0.828848,-0.545007
0,-1.00282,-0.0128945
0,-0.82914,0.565712
0,-0.335171,0.950381
0,0.786957,-0.610751
0,-0.347423,-0.940609
0,-1.01917,0.0208925
0,-1.00191,-0.00842652
0,-0.797249,0.588018
0,-0.809412,0.588127
0,-0.337746,0.942915
0,0.814373,-0.569977
0,-0.984827,0.0265917
0,-1.0035,-0.0216111
0,0.790204,-0.598141
0,-0.313138,0.947435
0,-0.327957,0.956897
0,-0.22496,0.97137
0,-0.808028,-0.579763
0,0.819616,-0.57056
0,0.297179,0.959915
0,-0.810115,-0.569782
0,-0.296898,-0.944652
0,-0.83388,0.563101
0,-0.803201,-0.58549
0,-0.794784,0.620907
0,0.342055,-0.920098
0,1.00532,-0.00151367
0,0.293821,-0.945866
0,0.331538,-0.959149
0,0.327211,0.943877
0,-0.867728,-0.528551
0,-0.311213,0.956925
0,-0.796507,-0.608033
0,0.312716,0.967282
0,-0.769366,0.605146
0,0.26886,0.969301
0,-0.990379,0.0167792
0,1.00673,-0.00396094
0,-0.988942,-0.0415475
0,-0.810981,0.588165
0,0.257112,-0.980835
0,-0.998455,0.0012214
0,0.821928,-0.590972
0,0.820461,0.597162
0,-0.270756,-0.953311
0,0.985443,0.0211829
0,-0.800519,-0.578983
0,0.252756,0.955189
0,0.24365,0.971291
0,-0.826292,-0.590523
0,0.999113,0.0553702
0,0.363718,0.950021
0,-0.984387,0.0150179
0,0.843687,-0.577564
0,0.826688,0.586196
0,0.314277,-0.935953
0,0.998331,0.0408486
0,-0.845272,-0.54192
0,0.832856,-0.54865
0,-0.811223,-0.582251
0,-0.995883,0.0342208
0,-0.321075,0.94629
0,-0.307269,0.957376
0,-0.827702,-0.584136
0,0.827226,0.595967
0,-0.800229,0.606823
0,-0.814617,-0.568418
0,0.31412,0.950009
0,-0.81888,-0.561836
0,0.297778,0.940012
0,0.227738,0.976251
0,-0.341152,0.944581
0,0.327045,0.947884
0,0.810219,0.594418
0,0.997454,0.0267976
0,-0.273067,-0.9795
0,0.812616,0.58681
0,-0.781609,0.611796
0,-0.302277,-0.942606
0,0.782055,0.619145
0,0.80731,0.566845
0,0.814652,0.596159
0,-0.319884,-0.947566
0,-0.795728,0.61805
0,-0.842913,-0.555507
0,-0.98033,-0.0518233
0,0.334481,-0.950631
0,-0.998475,-0.0267905
0,-0.997678,-0.022091
0,0.321686,-0.940544
0,0.26943,-0.956068
0,-0.995941,0.0255939
0,0.839516,0.515832
0,0.286856,0.941922
0,0.988745,0.00375773
0,0.314836,-0.946767
0,-0.269426,-0.966027
0,0.296983,-0.934666
0,-0.810268,-0.6047
0,-1.02022,0.0123422
0,0.798927,-0.614429
0,-0.853228,0.522045
0,0.801881,-0.61803
0,-0.752753,-0.643067
0,0.334284,0.936744
0,0.815605,0.561312
0,0.29412,0.958777
0,0.317731,-0.943639
0,0.325253,-0.951226
0,-0.813124,0.611763
0,-0.823086,-0.566286
0,0.807906,-0.58137
0,0.835679,-0.573396
0,0.273616,0.956704
0,-0.819871,0.572538
0,-0.807815,0.567881
0,-0.991758,0.00783041
0,-0.984357,-0.0142703
0,-0.99126,-0.017817
0,-0.308841,-0.971346
0,-0.325399,0.935116
0,0.814116,-0.582889
0,0.812303,0.59598
0,1.00282,-0.0165182
0,-0.333574,-0.938666
